model,experiment,season,n_matches,correct_3,a3_in_top2,a3_in_top3,exact_321,unordered_top3,top3_ev_precision,log_loss_p3,brier_p3,ev_mae,ece_p3,n_player_rows,n_players,season_mae,season_rmse,season_bias,spearman,rank_mae_top30,winner_pred_rank,winner_correct,top3_hit,top3_n,top5_hit,top5_n,top10_hit,top10_n
Stats-only (C),C_stats_only_pl,2022,183,0.639344262295082,0.819672131147541,0.8907103825136612,0.10382513661202186,0.2185792349726776,0.6867030965391622,1.1810523648379048,0.0116073039647378,0.11145281748864724,0.0051252516799159134,8418,573,0.8308141659628322,1.6038284038644648,0.0003022344764794276,0.8003836598540944,15.617647058823529,7,False,0.3333333333333333,3,0.6,5,0.7,10
Stats-only (C),C_stats_only_pl,2023,181,0.5524861878453039,0.6961325966850829,0.8232044198895028,0.06629834254143646,0.20441988950276244,0.6298342541436464,1.4872546533834048,0.013210196406781815,0.12574456320089555,0.003190465603865383,8326,573,1.049763776483996,2.027378956155914,0.0013738300281482838,0.7470468134361918,11.133333333333333,8,False,0.6666666666666666,3,0.6,5,0.7,10
Stats-only (C),C_stats_only_pl,2024,190,0.5157894736842106,0.7315789473684211,0.8210526315789474,0.06315789473684211,0.21052631578947367,0.643859649122807,1.505902119950743,0.013988280551084606,0.12414809322687728,0.0027473278197157054,8740,564,1.0599509088285617,2.109923969542128,-0.004467805584215637,0.7514207494299165,8.058823529411764,2,False,0.6666666666666666,3,0.4,5,0.6,10
Stats-only (C),C_stats_only_pl,2025,193,0.5751295336787565,0.7461139896373057,0.8756476683937824,0.046632124352331605,0.13471502590673576,0.6269430051813472,1.3646682347249843,0.01290677715107406,0.12182159907857278,0.003723390483027323,8878,559,1.024682960037977,2.0800214973811313,-0.009694699022936723,0.7560377192703187,7.9,6,False,0.6666666666666666,3,0.4,5,0.7,10
Stats-only (C),C_stats_only_pl,2026,191,0.675392670157068,0.8638743455497382,0.9214659685863874,0.15706806282722513,0.33507853403141363,0.7434554973821991,0.9573167795009178,0.009494631476518852,0.09913327942669159,0.006953225286085005,8786,569,0.8610114542249238,1.6561728827108457,-0.005073717713753878,0.7608991594502116,5.354838709677419,1,True,0.6666666666666666,3,0.8571428571428571,7,0.8,10
Stats-only ML (C-ML),C_stats_only_xgb_rank,2012,183,0.5683060109289617,0.7759562841530054,0.8415300546448088,0.08743169398907104,0.23497267759562843,0.652094717668488,1.2829811329605303,0.012972757272064504,0.1223294450350273,0.004856118770049341,8052,544,0.9500775965073696,1.691888175464533,0.0003855418262654179,0.781313746924561,11.741935483870968,3,False,0.3333333333333333,3,0.6,5,0.8,10
Stats-only ML (C-ML),C_stats_only_xgb_rank,2013,174,0.5632183908045977,0.7758620689655172,0.8390804597701149,0.04597701149425287,0.1896551724137931,0.6532567049808429,1.3657530330028924,0.013143422892489256,0.12211991090645001,0.006012382325812325,7656,571,0.8895373395830767,1.5879585176544047,-0.002395387221352089,0.7889762928662463,10.147058823529411,1,True,1.0,3,0.8,5,0.6,10
Stats-only ML (C-ML),C_stats_only_xgb_rank,2014,183,0.6120218579234973,0.8032786885245902,0.8961748633879781,0.08743169398907104,0.2786885245901639,0.7012750455373405,1.186315231957438,0.012331183989716514,0.11184273530386772,0.004783661497670339,8052,558,0.8373524761653104,1.4953265651313912,-0.00232009478784639,0.7947114745699925,9.6,8,False,0.5,4,0.75,8,0.7,10
Stats-only ML (C-ML),C_stats_only_xgb_rank,2015,178,0.601123595505618,0.7752808988764045,0.8707865168539326,0.09550561797752809,0.2303370786516854,0.6853932584269663,1.2252797550989185,0.012527139654239159,0.11062315015673833,0.0035777191944139533,7832,557,0.8288338532193422,1.577096704413936,-0.002979483325640243,0.801561736741755,12.647058823529411,1,True,1.0,3,1.0,5,0.7,10
Stats-only ML (C-ML),C_stats_only_xgb_rank,2016,179,0.6201117318435754,0.776536312849162,0.8770949720670391,0.11173184357541899,0.22905027932960895,0.6908752327746741,1.2379695621624922,0.012880667083193662,0.11183876600114434,0.002418742690219463,7876,560,0.883778980917629,1.699376385645688,-0.004807264926404134,0.7794539819206083,10.555555555555555,1,True,0.6666666666666666,3,0.42857142857142855,7,0.5833333333333334,12
