rank,player_id,player_name,team_id,A_historical,A_with_reputation,B_recent_era,C_stats_assisted,D_high,D_low,D_medium,FINAL_ENSEMBLE,structural_break_sensitivity,model_disagreement_range,reputation_effect,sim_mean_votes,sim_median_votes,sim_p10,sim_p90,sim_p2_5,sim_p97_5,prob_ge_10,prob_ge_15,prob_ge_20,prob_ge_25,prob_ge_30,prob_ge_35,prob_rank_1,prob_top3_rank,prob_top10_rank,projected_3_vote_games,projected_2_vote_games,projected_1_vote_games
434,13259,Jack Whitlock,port_adelaide,0.045373333429162,0.0,0.04430252503423,0.0482535062105463,0.0471014370979926,0.0458053593463697,0.0463813939026465,0.0461672322236601,0.0028801727813843,0.0039509811763163,-0.045373333429162,0.04682,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
435,12511,Griffin Logue,north_melbourne,0.0470710934733014,0.0550753696200179,0.0478310771456564,0.0438050252034266,0.0451114525113787,0.0465811832328218,0.0459279695788471,0.0460799663133181,0.0032660682698748,0.0040260519422297,0.0080042761467164,0.0458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
436,13238,Archie May,essendon,0.0504890809334855,0.0575910850799309,0.0446816954254167,0.0411988045988548,0.0449149151327071,0.0490955394832909,0.0472374842163648,0.046076007114751,0.0092902763346307,0.0092902763346307,0.0071020041464453,0.04603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
437,13000,Rhett Bazzo,west_coast,0.0427627679478555,0.0518222714222638,0.0453116497607017,0.047654044001255,0.0456975335798952,0.0434964593558654,0.0444747145665453,0.0449844909291145,0.0048912760533995,0.0048912760533995,0.0090595034744083,0.0453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
438,13120,Will Graham,gold_coast,0.0463757793470956,0.0518136176574042,0.0463672271762228,0.0418732277810476,0.0436742484074668,0.0457003966121884,0.0447998862989788,0.0447981758648043,0.0045025515660479,0.0045025515660479,0.0054378383103086,0.04557,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
439,12718,Noah Answerth,brisbane_lions,0.0416246047964412,0.0498679347925041,0.045817601808662,0.0447663754612684,0.0435096671953376,0.0420958703961653,0.0427242245291308,0.0435628239315749,0.0031417706648272,0.0041929970122207,0.0082433299960629,0.04558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
440,12015,Harry Cunningham,sydney,0.0450433837414861,0.0535400080852975,0.0472700653711731,0.0377074143316645,0.0406418020955932,0.043942988330013,0.0424757944480487,0.042921130773986,0.0073359694098216,0.0095626510395086,0.0084966243438113,0.04402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
441,12009,Tom McDonald,melbourne,0.0403617391659543,0.0406815887947453,0.049701103077763,0.0411140153755308,0.0408131048917002,0.0404745805973907,0.040625035839306,0.0424929086216678,0.0007522762095765,0.0093393639118086,0.000319849628791,0.04162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
442,12697,Connor Rozee,port_adelaide,0.039709752518263,0.0428678042552294,0.0501543925781087,0.0408088843214929,0.0403692316002009,0.0398746222887475,0.0400944486493935,0.0421833766613626,0.0010991318032298,0.0104446400598456,0.0031580517369663,0.04247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
443,12608,Nick Coffield,western_bulldogs,0.0438570040104526,0.0464832938073768,0.0446533172134724,0.0362994435998609,0.0393224677640976,0.0427233699488639,0.0412118578667455,0.0413711205073495,0.0075575604105917,0.0083538736136115,0.0026262897969242,0.04184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
444,13287,Tom Blamires,north_melbourne,0.0403691038235656,0.0,0.0420804641756204,0.0360076400013756,0.0377522255302516,0.0397148842502371,0.0388425914857991,0.03918486355621,0.00436146382219,0.0060728241742448,-0.0403691038235656,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
445,12988,Sam Butler,hawthorn,0.0430699680063428,0.0447201923340156,0.0407239610558279,0.0332495497196346,0.0371777170343179,0.0415969052633366,0.039632821605995,0.039163620215892,0.0098204182867082,0.0098204182867082,0.0016502243276727,0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
446,13293,Josh Lindsay,west_coast,0.0380612552344596,0.0,0.044655875462998,0.0354621257310626,0.0365017775324214,0.0376713858089501,0.0371515599082706,0.0384704839539783,0.002599129503397,0.0091937497319354,-0.0380612552344596,0.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
447,12921,Luke Pedlar,adelaide,0.0395382918011431,0.0442750538515334,0.0422027920070781,0.0343820256995385,0.0364445321401804,0.0387648518859025,0.0377335986655815,0.0382664987067685,0.0051562661016046,0.0078207663075395,0.0047367620503902,0.03692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
448,13113,Mykelti Lefau,richmond,0.0386581727329584,0.0476898564892927,0.0401631134849146,0.0363743497508488,0.0372878789436927,0.038315599285642,0.0378588346892201,0.0381598228396113,0.0022838229821096,0.0037887637340657,0.0090316837563342,0.03793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
449,12370,Jake Kolodjashnij,geelong,0.0378265760268622,0.0383850567402957,0.0429214174614331,0.0346352819167184,0.035911799560776,0.0373478819103408,0.036709623088312,0.0377285913752265,0.0031912941101437,0.0082861355447146,0.0005584807134335,0.03881,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
450,12946,Jackson Mead,port_adelaide,0.0382986898479927,0.0448677106362635,0.0441601037683689,0.0326239164843154,0.0348938258297864,0.0374474738434412,0.0363125191707057,0.0374848019547809,0.0056747733636772,0.0115361872840534,0.0065690207882707,0.03641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
451,13068,Harvey Harrison,collingwood,0.0369467079810957,0.0519453446895301,0.0328607963781462,0.0388778592834347,0.038105398762499,0.0372363806764465,0.0376226109369143,0.0368054286163244,0.0019311513023389,0.0060170629052884,0.0149986367084344,0.03592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
452,12054,Adam Treloar,western_bulldogs,0.0363479151346426,0.0338602394290309,0.0384458546964533,0.0297654696486122,0.0323984478430244,0.0353605483117381,0.034044059214532,0.0344636471268941,0.0065824454860303,0.008680385047841,-0.0024876757056116,0.03386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
453,12846,Jack Buckley,greater_western_sydney,0.0349566140443771,0.0372752371292623,0.0337030485190801,0.0342207048760178,0.0345150685433615,0.0348462276691232,0.0346990458354513,0.0344483327303919,0.0007359091683592,0.0012535655252969,0.0023186230848851,0.03429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
454,13108,Toby Pink,north_melbourne,0.0328950461527197,0.0401903851729773,0.0361317517198558,0.0350068721118633,0.0341621417282058,0.0332118200465912,0.0336341852384199,0.0342815263518472,0.0021118259591435,0.0032367055671361,0.0072953390202576,0.0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
455,12883,Rhyan Mansell,richmond,0.0364013833667534,0.036770354310183,0.0404693461197359,0.0273093157381867,0.0309461427896134,0.0350375732224684,0.0332191596967551,0.0340327522473516,0.0090920676285666,0.0131600303815491,0.0003689709434296,0.03288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
456,12886,Conor Stone,greater_western_sydney,0.0313746072257381,0.0369498140457247,0.0354588744688558,0.0358618743539021,0.0340669675026365,0.0320476972949627,0.0329451507205955,0.033762004169219,0.004487267128164,0.004487267128164,0.0055752068199866,0.03369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
457,12854,Lachlan McNeil,western_bulldogs,0.0337704849874523,0.0382761050454918,0.0329726489785923,0.0313415118849248,0.0323131011259358,0.0334061390220732,0.0329203444015677,0.0327607771997957,0.0024289731025274,0.0024289731025274,0.0045056200580395,0.03235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
458,12879,Archie Perkins,essendon,0.0312395299786139,0.0365143496062861,0.0306533515274238,0.0266239587988121,0.0284701872707328,0.0305471943016437,0.0296240800656833,0.0295068443754453,0.0046155711798018,0.0046155711798018,0.0052748196276721,0.03059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
459,13179,Josh Dolan,western_bulldogs,0.0290289482932514,0.033132881879446,0.027758841197571,0.0295846140388826,0.0293623477406301,0.0291122981550961,0.0292234313042223,0.0289694098850863,0.0005556657456311,0.0018257728413115,0.0041039335861946,0.02848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
460,13135,Calsher Dear,hawthorn,0.0322011898725592,0.0384623113289274,0.0321784107908846,0.0225688360287172,0.026421777566254,0.0307563367959829,0.0288298660272145,0.0288253102108796,0.0096323538438419,0.0096323538438419,0.0062611214563681,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
461,13237,Lachlan Blakiston,essendon,0.0261432284840378,0.0315643941717927,0.0262970579886921,0.0302950832632304,0.0286343413515533,0.0267660067009167,0.0275963776567552,0.0276271435576861,0.0041518547791926,0.0041518547791926,0.0054211656877549,0.02766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
462,11937,Jamie Cripps,west_coast,0.0262196020954932,0.0286337271635704,0.0374658438420362,0.0215825704529457,0.0234373831099647,0.0255240473491111,0.0245966410206016,0.0268458893699102,0.0046370316425474,0.0158832733890904,0.0024141250680772,0.02692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
463,12575,Todd Marshall,port_adelaide,0.0251050908245155,0.0301942078784611,0.0257106690631285,0.0271315851526618,0.0263209874214033,0.0254090649737375,0.0258143638393667,0.0259354794870893,0.0020264943281463,0.0020264943281463,0.0050891170539456,0.02588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
464,13005,James Tunstill,brisbane_lions,0.0266024602218103,0.0321774384963557,0.0286021496080925,0.0234742438657667,0.0247255304081841,0.0261332277684037,0.025507584497195,0.0259075223744515,0.0031282163560435,0.0051279057423257,0.0055749782745454,0.02634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
465,13306,Angus Anderson,collingwood,0.0249866043312689,0.0,0.0306693809536857,0.0241068574093304,0.0244587561781059,0.0248546422929781,0.0246786929085905,0.0258152482330738,0.0008797469219384,0.0065625235443552,-0.0249866043312689,0.02569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
466,13069,Bailey Macdonald,hawthorn,0.0263417588744895,0.0304562606761046,0.0316721956571845,0.0204322991164665,0.0227960830196757,0.025455339910786,0.0242734479591814,0.0253395353157204,0.005909459758023,0.011239896540718,0.0041145018016151,0.02544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
467,12359,Joel Hamling,sydney,0.0249995337339067,0.0294931138923273,0.025569410233437,0.0252177027751384,0.0251304351586457,0.0250322590900915,0.0250758928983378,0.0251898681982439,0.0002181690412316,0.0005698764995302,0.0044935801584206,0.02611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
468,13185,Xavier Lindsay,melbourne,0.0242446404757208,0.0262082829251466,0.0340026718805323,0.0210457100347206,0.0223252822111207,0.0237648009095708,0.0231250148213708,0.025076621102333,0.0031989304410001,0.0129569618458116,0.0019636424494257,0.02361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
469,13283,Dyson Sharp,essendon,0.0254947162465392,0.0,0.0227847288616417,0.0219673469718678,0.0233782946817363,0.0249656108553385,0.0242601370004042,0.0237181395234247,0.0035273692746713,0.0035273692746713,-0.0254947162465392,0.02365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
470,12420,Dougal Howard,st_kilda,0.0227901106853224,0.025017909572415,0.0232599346388464,0.0220240730068916,0.0223304880782639,0.0226752050335578,0.0225219974978717,0.0226159622885764,0.0007660376784308,0.0012358616319548,0.0022277988870925,0.0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
471,13223,Archer Day-Wicks,essendon,0.0222506766979046,0.0286069856623226,0.0251295604834654,0.0202375279893588,0.0210427874727771,0.0219487043916227,0.0215460746499136,0.0221218514070258,0.0020131487085458,0.0048920324941066,0.0063563089644179,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
472,12181,Aidan Corr,north_melbourne,0.0209850350110282,0.026484315726582,0.0250858039342992,0.0215921324684446,0.0213492934854813,0.0210760996296429,0.0211975191211266,0.0220176729057809,0.0006070974574163,0.0041007689232709,0.0054992807155537,0.02241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
473,13301,Josh Lai,port_adelaide,0.0201649511984082,0.0,0.0192714493980625,0.0236660049125434,0.0222655834268893,0.0206901092555285,0.0213903199983555,0.0212116196382864,0.0035010537141352,0.0043945555144809,-0.0201649511984082,0.02222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
474,12541,Will Brodie,port_adelaide,0.0188248086199308,0.0190409607869176,0.024357923131594,0.0210684593601864,0.0201709990640842,0.0191613562309691,0.0196100863790203,0.0207167092813529,0.0022436507402556,0.0055331145116632,0.0002161521669868,0.02027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
475,12526,Lewis Melican,sydney,0.021091871619364,0.0239707333770179,0.0209112679314064,0.0186929343738,0.0196525092720256,0.0207320310325294,0.0202522435834166,0.0202161228458251,0.0023989372455639,0.0023989372455639,0.0028788617576539,0.01896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
476,12547,Sean Darcy,fremantle,0.0188668256570259,0.0229537220612672,0.0183472260273405,0.0220299061116841,0.0207646739298209,0.0193412877252247,0.0199739038161563,0.0198699838902192,0.0031630804546582,0.0036826800843436,0.0040868964042412,0.01981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
477,13214,Jonty Faull,richmond,0.017585632859099,0.0218562088329184,0.0200633756349943,0.0223304812344543,0.0204325418843122,0.0182973601154023,0.0192463297904734,0.0197418783456524,0.0047448483753552,0.0047448483753552,0.0042705759738193,0.01944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
478,12729,Peter Ladhams,sydney,0.0226077619649057,0.0219011365973926,0.013707932401294,0.018238565895272,0.0199862443231258,0.0219523825544611,0.0210785433405343,0.0192985774278118,0.0043691960696336,0.0088998295636117,-0.000706625367513,0.01975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
479,13173,Tom Hanily,sydney,0.0172474042347494,0.0207422133444661,0.017674807909239,0.0154601907159222,0.0161750761234531,0.0169793222069254,0.0166218795031599,0.0167073602380578,0.0017872135188271,0.0022146171933168,0.0034948091097167,0.01678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
480,12307,Nick Holman,gold_coast,0.0151446107962904,0.0182503472747286,0.0165773056684445,0.0159229502857296,0.0156116144899539,0.0152613617197063,0.0154170296175941,0.0157035685920249,0.0007783394894392,0.0014326948721541,0.0031057364784382,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
481,13165,Hugh Bond,adelaide,0.0140675195843527,0.0165758533755621,0.0159276101407207,0.0146975176849836,0.0144455184447313,0.0141620192994474,0.0142880189195735,0.0146600370308471,0.0006299981006308,0.0018600905563679,0.0025083337912093,0.01456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
482,12668,Brandon Starcevich,west_coast,0.0146212471925937,0.0171043261354587,0.0151315949037129,0.0143837806678998,0.0144787672777774,0.0145856272138896,0.0145381339089508,0.0146402034511747,0.0002374665246938,0.0007478142358131,0.002483078942865,0.01477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
483,13328,Hugo Hall-Kahan,adelaide,0.0137465693856344,0.0,0.0123198028801139,0.0151463314139819,0.0145864266026431,0.0139565336898863,0.014236486095556,0.0139511327944519,0.0013997620283475,0.002826528533868,-0.0137465693856344,0.01489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
484,13191,Luke Trainor,richmond,0.0143431637087408,0.015899937424352,0.016647260507202,0.0107471765471822,0.0121855714118057,0.0138037656345071,0.0130845682021953,0.0135453875618876,0.0035959871615586,0.0059000839600197,0.0015567737156111,0.01378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
485,12591,Hunter Clark,st_kilda,0.0128962365294249,0.0144493579686089,0.0152095042967432,0.0133496071203917,0.0131682588840079,0.0129642421180721,0.0130549162362658,0.0135175697897296,0.0004533705909667,0.0023132677673183,0.0015531214391839,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
486,12415,Jade Gresham,essendon,0.0131863511053484,0.0139235034108475,0.0157935357183073,0.0120491041549366,0.0125040029351013,0.0130157640627866,0.0127883146727043,0.013309751595296,0.0011372469504118,0.0037444315633707,0.000737152305499,0.01226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
487,12625,Charlie Ballard,gold_coast,0.0127458971195957,0.0152546833691007,0.0141087279041944,0.013168186661045,0.0129992708444652,0.0128092405508131,0.0128936984591029,0.0131662646160226,0.0004222895414493,0.0013628307845987,0.002508786249505,0.01351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
488,13073,Dante Visentini,port_adelaide,0.0128711363252697,0.0160659213069513,0.0124940464895503,0.0136741527277451,0.013352946166755,0.012991588785641,0.0131521920661361,0.0130767740989922,0.0008030164024753,0.0011801062381948,0.0031947849816815,0.01256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
489,13251,Oscar Adams,gold_coast,0.011871657224135,0.0146867067723099,0.0116418311499585,0.0148437103780458,0.0136548891164815,0.0123174651972216,0.0129118758280038,0.0128659106131685,0.0029720531539107,0.0032018792280872,0.0028150495481749,0.01291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
490,13229,Angus Clarke,essendon,0.0116921568768494,0.0149569762685778,0.0140403433248622,0.0132335678875638,0.0126170034832781,0.0119233685284566,0.0122316507305995,0.012701288020202,0.0015414110107144,0.0023481864480128,0.0032648193917283,0.01314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
491,12730,Callum Coleman-Jones,north_melbourne,0.011987923383598,0.0164459331605382,0.0146868948993221,0.0107376864425774,0.0112377812189857,0.011800387842445,0.0115503404542408,0.0120901347573856,0.0012502369410206,0.0039492084567446,0.0044580097769401,0.01202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
492,13236,Nick Madden,greater_western_sydney,0.0134317871292758,0.0,0.0130728709575168,0.0097598413641411,0.011228619670195,0.0128809952645056,0.0121466061114787,0.0120748228771269,0.0036719457651346,0.0036719457651346,-0.0134317871292758,0.01176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
493,13243,Alix Tauru,st_kilda,0.0127132756191995,0.015307084945255,0.0138986914592364,0.0099199040582803,0.011037252682648,0.0122942698850616,0.0117355955728778,0.0119726787408852,0.0027933715609191,0.003978787400956,0.0025938093260555,0.01166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
494,12923,Jamarra Ugle-Hagan,gold_coast,0.0114380693114369,0.0131311720716185,0.0142910601427067,0.0111781194564565,0.0112820993984487,0.0113990768331898,0.0113470868621938,0.0119176850284477,0.0002599498549803,0.0031129406862501,0.0016931027601815,0.01275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
495,13088,Toby McMullin,greater_western_sydney,0.011364542812481,0.0147986026934918,0.0136317805360089,0.0109321557320919,0.0111051105642476,0.0112996847504226,0.0112132073343448,0.0116666548790504,0.000432387080389,0.0026996248039169,0.0034340598810108,0.01128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
496,13126,Jake Rogers,gold_coast,0.0108765078358987,0.012951197044434,0.0115379727224042,0.0108722740916516,0.0108739675893504,0.0108758727742617,0.0108750260254122,0.0110073190027133,4.233744247171892e-06,0.0006656986307525,0.0020746892085352,0.01012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
497,13039,Campbell Chesser,carlton,0.0108008447118975,0.010539678310001,0.0138658754886337,0.0090884384448774,0.0097734009516854,0.0105439837718445,0.0102015025184405,0.0108145086737877,0.0017124062670201,0.0047774370437563,-0.0002611664018964,0.01055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
498,12691,Chayce Jones,adelaide,0.0102779192321796,0.0127523011069686,0.0080352238304948,0.0121587447712085,0.011406414555597,0.010560043063034,0.0109362081708397,0.0104876690905028,0.0018808255390288,0.0041235209407137,0.0024743818747889,0.01071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
499,13071,Jack Buller,collingwood,0.0102945064474839,0.0115777108731635,0.0109740326286321,0.0099496482393888,0.0100875915226269,0.0102427777162696,0.0101738060746506,0.0103097113108803,0.0003448582080951,0.0010243843892433,0.0012832044256795,0.01063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
500,12965,Jordan Boyd,carlton,0.010234454907142,0.0143491948015472,0.0086131815984025,0.0109688829268414,0.0106751117189616,0.0103446191100969,0.0104915047140368,0.0101672500522889,0.0007344280196994,0.0023557013284389,0.0041147398944051,0.01002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
501,12841,Flynn Perez,hawthorn,0.0084884706436513,0.0097524001221269,0.0098884462537569,0.0104161621611237,0.0096450855541347,0.0087776243712722,0.0091631626747666,0.0094431577967878,0.0019276915174723,0.0019276915174723,0.0012639294784756,0.01004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
502,13025,Josh Goater,north_melbourne,0.0091058618810897,0.0108335652789211,0.0093064048516164,0.0098799777915375,0.0095703314273589,0.0092219792676572,0.0093768024497468,0.0094169110438522,0.0007741159104477,0.0007741159104477,0.0017277033978314,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
503,13284,Will Lewis,western_bulldogs,0.0085628288414397,0.0,0.0083991012735835,0.0109847917256055,0.0100160065719392,0.0089261232740646,0.0094105158508977,0.0093777703373265,0.0024219628841657,0.0025856904520219,-0.0085628288414397,0.00969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
504,13196,Archer Reid,west_coast,0.0093966631184367,0.0116319346224182,0.0111515323837469,0.0069534946408652,0.0079307620318938,0.009030187846801,0.0085415541512867,0.0088925280043487,0.0024431684775715,0.0041980377428817,0.0022352715039815,0.00886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
505,12820,Jeremy Sharp,fremantle,0.007968223403352,0.0087778741347019,0.0087119016449397,0.0094074398113695,0.0088317532481625,0.0081841058645547,0.0084719491461581,0.0086206847944757,0.0014392164080174,0.0014392164080174,0.0008096507313498,0.00895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
506,12813,Harry Schoenberg,west_coast,0.0087361039907833,0.0100332683044771,0.010556537004284,0.0073008319375642,0.0078749407588518,0.0085208131828004,0.0082337587721566,0.0085978453748567,0.001435272053219,0.0032557050667197,0.0012971643136938,0.00926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
507,13203,Saad El-Hawli,essendon,0.0078525376829028,0.0095784510834714,0.0081101922265445,0.0064635971471682,0.0070191733614621,0.0076441966025426,0.0073664084953957,0.0074179394041241,0.0013889405357345,0.0016465950793762,0.0017259134005685,0.00735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
