match_id,season,round,player_id,player_name,team_id,predicted_votes,p3,p2,p1,expected_votes
2026_R15_gold_coast_v_hawthorn_2026-06-19,2026,15,12915,Jai Newcombe,hawthorn,3,0.7102967852296518,0.22810040914492044,0.05054340496327489,2.637634578942071
2026_R15_gold_coast_v_hawthorn_2026-06-19,2026,15,12767,Noah Anderson,gold_coast,2,0.17191209821297926,0.44168831296829036,0.23365555098492788,1.6327684715604465
2026_R15_gold_coast_v_hawthorn_2026-06-19,2026,15,12521,Ben Long,gold_coast,1,0.025241811704448017,0.06771745663059345,0.14463994590067517,0.3558002942752061
2026_R15_greater_western_sydney_v_carlton_2026-06-20,2026,15,12411,George Hewett,carlton,3,0.2999483004370156,0.2699647945596826,0.22285874468366693,1.662633235114079
2026_R15_greater_western_sydney_v_carlton_2026-06-20,2026,15,12684,Sam Walsh,carlton,2,0.28367889309991595,0.2649687299400713,0.22832572824964875,1.6092998674295391
2026_R15_greater_western_sydney_v_carlton_2026-06-20,2026,15,12261,Patrick Cripps,carlton,1,0.24849822007959904,0.24791783265701492,0.23804124810706762,1.4793715736598947
2026_R15_richmond_v_north_melbourne_2026-06-21,2026,15,12373,Caleb Daniel,north_melbourne,3,0.5258958653217501,0.2967108980209356,0.12448458910149204,2.2955939811086137
2026_R15_richmond_v_north_melbourne_2026-06-21,2026,15,13034,Harry Sheezel,north_melbourne,2,0.24802917708254546,0.33567848731393357,0.2320065256282588,1.6474510315037625
2026_R15_richmond_v_north_melbourne_2026-06-21,2026,15,13263,Cooper Trembath,north_melbourne,1,0.07821783559678361,0.12460019562985275,0.20851018476504737,0.6923640828151036
2026_R15_st_kilda_v_western_bulldogs_2026-06-21,2026,15,12269,Marcus Bontempelli,western_bulldogs,3,0.6555341947644313,0.2674321101936702,0.0643869967509147,2.565853801431549
2026_R15_st_kilda_v_western_bulldogs_2026-06-21,2026,15,12950,Nasiah Wanganeen-Milera,st_kilda,2,0.21649729810625673,0.4404250275024465,0.22803227735048542,1.7583742266741487
2026_R15_st_kilda_v_western_bulldogs_2026-06-21,2026,15,13125,Hugo Garcia,st_kilda,1,0.04724026282808559,0.10682416173587281,0.25097027701455926,0.6063393889705617
2026_R16_brisbane_lions_v_sydney_2026-06-25,2026,16,12797,Chad Warner,sydney,3,0.6607012724491362,0.2481412153416073,0.0706341826713954,2.549020430702019
2026_R16_brisbane_lions_v_sydney_2026-06-25,2026,16,13040,Will Ashcroft,brisbane_lions,2,0.1689985412728259,0.35905466096646377,0.24319544128522735,1.4683003870366325
2026_R16_brisbane_lions_v_sydney_2026-06-25,2026,16,12326,Isaac Heeney,sydney,1,0.03364626736566664,0.07741378648815611,0.1322989727874277,0.3880653478607398
