season,feature,source,pct_available
2003,stoppage_clearances,footywire_advanced,0.0
2003,score_involvements,footywire_advanced,0.0
2003,metres_gained,footywire_advanced,0.0
2003,turnovers,footywire_advanced,0.0
2003,intercepts,footywire_advanced,0.0
2003,tackles_inside_50,footywire_advanced,0.0
2004,kicks,afltables_core,1.0
2004,marks,afltables_core,1.0
2004,handballs,afltables_core,1.0
2004,disposals,afltables_core,1.0
2004,goals,afltables_core,1.0
2004,behinds,afltables_core,1.0
2004,hitouts,afltables_core,1.0
2004,tackles,afltables_core,1.0
2004,rebound_50s,afltables_core,1.0
2004,inside_50s,afltables_core,1.0
2004,clearances,afltables_core,1.0
2004,clangers,afltables_core,1.0
2004,frees_for,afltables_core,1.0
2004,frees_against,afltables_core,1.0
2004,contested_possessions,afltables_core,1.0
2004,uncontested_possessions,afltables_core,1.0
2004,contested_marks,afltables_core,1.0
2004,marks_inside_50,afltables_core,1.0
2004,one_percenters,afltables_core,1.0
2004,bounces,afltables_core,1.0
2004,goal_assists,afltables_core,1.0
2004,time_on_ground_pct,afltables_core,0.9996
2004,effective_disposals,footywire_advanced,0.0
2004,disposal_efficiency_pct,footywire_advanced,0.0
2004,centre_clearances,footywire_advanced,0.0
2004,stoppage_clearances,footywire_advanced,0.0
2004,score_involvements,footywire_advanced,0.0
2004,metres_gained,footywire_advanced,0.0
2004,turnovers,footywire_advanced,0.0
2004,intercepts,footywire_advanced,0.0
2004,tackles_inside_50,footywire_advanced,0.0
2005,kicks,afltables_core,1.0
2005,marks,afltables_core,1.0
2005,handballs,afltables_core,1.0
2005,disposals,afltables_core,1.0
2005,goals,afltables_core,1.0
2005,behinds,afltables_core,1.0
2005,hitouts,afltables_core,1.0
2005,tackles,afltables_core,1.0
2005,rebound_50s,afltables_core,1.0
2005,inside_50s,afltables_core,1.0
2005,clearances,afltables_core,1.0
2005,clangers,afltables_core,1.0
2005,frees_for,afltables_core,1.0
2005,frees_against,afltables_core,1.0
2005,contested_possessions,afltables_core,1.0
2005,uncontested_possessions,afltables_core,1.0
2005,contested_marks,afltables_core,1.0
2005,marks_inside_50,afltables_core,1.0
2005,one_percenters,afltables_core,1.0
2005,bounces,afltables_core,1.0
2005,goal_assists,afltables_core,1.0
2005,time_on_ground_pct,afltables_core,0.9999
2005,effective_disposals,footywire_advanced,0.0
2005,disposal_efficiency_pct,footywire_advanced,0.0
2005,centre_clearances,footywire_advanced,0.0
2005,stoppage_clearances,footywire_advanced,0.0
2005,score_involvements,footywire_advanced,0.0
2005,metres_gained,footywire_advanced,0.0
2005,turnovers,footywire_advanced,0.0
2005,intercepts,footywire_advanced,0.0
2005,tackles_inside_50,footywire_advanced,0.0
2006,kicks,afltables_core,1.0
2006,marks,afltables_core,1.0
2006,handballs,afltables_core,1.0
2006,disposals,afltables_core,1.0
2006,goals,afltables_core,1.0
2006,behinds,afltables_core,1.0
2006,hitouts,afltables_core,1.0
2006,tackles,afltables_core,1.0
2006,rebound_50s,afltables_core,1.0
2006,inside_50s,afltables_core,1.0
2006,clearances,afltables_core,1.0
2006,clangers,afltables_core,1.0
2006,frees_for,afltables_core,1.0
2006,frees_against,afltables_core,1.0
2006,contested_possessions,afltables_core,1.0
2006,uncontested_possessions,afltables_core,1.0
2006,contested_marks,afltables_core,1.0
2006,marks_inside_50,afltables_core,1.0
2006,one_percenters,afltables_core,1.0
2006,bounces,afltables_core,1.0
2006,goal_assists,afltables_core,1.0
2006,time_on_ground_pct,afltables_core,1.0
2006,effective_disposals,footywire_advanced,0.0
2006,disposal_efficiency_pct,footywire_advanced,0.0
2006,centre_clearances,footywire_advanced,0.0
2006,stoppage_clearances,footywire_advanced,0.0
2006,score_involvements,footywire_advanced,0.0
2006,metres_gained,footywire_advanced,0.0
2006,turnovers,footywire_advanced,0.0
2006,intercepts,footywire_advanced,0.0
