season,match_id,player_id,brownlow_votes,p3,p2,p1,p0,expected_votes,model,role,win_loss_draw,absolute_margin,disposals,goals,match_rank_of_p3
2016,2016_R15_sydney_v_western_bulldogs_2016-07-02,4065,3,0.05795885519035457,0.11857936270282506,0.14220931068500026,0.68125247142182,0.5532446016617141,Model1_PlackettLuce,MEDIUM_FORWARD,loss,4,21,5,4.0
2016,2016_R17_st_kilda_v_melbourne_2016-07-17,12300,3,0.08526262601010469,0.0952071463568272,0.10302540618742126,0.7165048214456468,0.5492275769313897,Model1_PlackettLuce,MEDIUM_FORWARD,win,36,16,4,4.0
2016,2016_R18_hawthorn_v_richmond_2016-07-24,4145,3,0.09421136577836302,0.13735060559383133,0.15609550350113785,0.6123425251266678,0.7134308120238896,Model1_PlackettLuce,MEDIUM_DEFENDER,win,70,31,1,4.0
2018,2018_R6_adelaide_v_gold_coast_2018-04-28,12165,3,0.10970784360403193,0.11061524122800445,0.11068196204982376,0.6689949531181398,0.6610359753179283,Model1_PlackettLuce,MEDIUM_DEFENDER,win,48,34,0,4.0
2015,2015_R18_geelong_v_brisbane_lions_2015-08-01,11884,3,0.11529320671493574,0.13532756705955054,0.15019925974470455,0.5991799664808093,0.766734014008613,Model1_PlackettLuce,MIDFIELDER,win,56,28,2,4.0
2015,2015_R19_st_kilda_v_fremantle_2015-08-09,1421,3,0.11910206020366612,0.1276549519246275,0.13753872715191626,0.6157042607197901,0.7501548116121697,Model1_PlackettLuce,RUCK,win,37,17,2,4.0
2017,2017_R13_richmond_v_sydney_2017-06-17,11672,3,0.10568650505501861,0.1031082369448523,0.09988747108741748,0.6913177869127116,0.6231634601421779,Model1_PlackettLuce,MIDFIELDER,win,9,23,1,4.0
2017,2017_R4_collingwood_v_st_kilda_2017-04-16,12249,3,0.1139534099229253,0.12109290561723159,0.128067901789185,0.636885782670658,0.7121139427924241,Model1_PlackettLuce,MIDFIELDER,win,14,28,1,4.0
2017,2017_R10_sydney_v_hawthorn_2017-05-26,1126,3,0.10367274549783856,0.11086218982420892,0.11684856448161031,0.6686165001963422,0.6495911806235438,Model1_PlackettLuce,MIDFIELDER,win,6,26,2,4.0
2018,2018_R4_essendon_v_port_adelaide_2018-04-15,11715,3,0.06112287014879952,0.08878249352974317,0.10352453358478465,0.7465701027366727,0.4644581310906695,Model1_PlackettLuce,MEDIUM_DEFENDER,win,22,29,0,4.0
2015,2015_R8_st_kilda_v_west_coast_2015-05-23,11805,3,0.09395989134536165,0.1284816615625917,0.1453922880658437,0.632166159026203,0.684235285227112,Model1_PlackettLuce,MIDFIELDER,win,53,28,1,4.0
2020,2020_R18_north_melbourne_v_west_coast_2020-09-17,12253,3,0.05923139151608277,0.06903416008020541,0.07629468960938411,0.7954397587943276,0.39205718431804326,Model1_PlackettLuce,MIDFIELDER,win,15,23,0,4.0
2020,2020_R17_collingwood_v_gold_coast_2020-09-14,4182,3,0.04807870869124391,0.051253105714052935,0.054497136430064715,0.8461710491646385,0.3012394739319023,Model1_PlackettLuce,MIDFIELDER,win,22,19,0,4.0
2020,2020_R17_greater_western_sydney_v_melbourne_2020-09-12,12410,3,0.10976926388100969,0.11291975532261937,0.11504659459041103,0.66226438620596,0.6701938968786788,Model1_PlackettLuce,MIDFIELDER,win,5,23,0,4.0
2020,2020_R17_geelong_v_richmond_2020-09-11,12535,3,0.08789574989758694,0.08976785881236275,0.09060970101788789,0.7317266902721624,0.5338326683353742,Model1_PlackettLuce,MIDFIELDER,win,26,18,0,4.0
2020,2020_R12_north_melbourne_v_brisbane_lions_2020-08-15,12055,3,0.09868921327693828,0.11567830535002918,0.12413925356008541,0.6614932278129472,0.6515635040909586,Model1_PlackettLuce,MIDFIELDER,win,1,24,0,4.0
2020,2020_R8_port_adelaide_v_st_kilda_2020-07-25,12368,3,0.07581446161215147,0.0986785413906058,0.11620639549917042,0.7093006014980723,0.5410068631168364,Model1_PlackettLuce,MIDFIELDER,win,29,21,0,4.0
2020,2020_R13_western_bulldogs_v_melbourne_2020-08-22,12692,3,0.14521275747413367,0.14391899496013785,0.14062525948712762,0.5702429880786009,0.8641015218298043,Model1_PlackettLuce,MIDFIELDER,win,28,26,1,4.0
2019,2019_R21_brisbane_lions_v_gold_coast_2019-08-10,12277,3,0.019813849854960344,0.15118121395372464,0.16941334283669632,0.6595915933546187,0.5312173203090266,Model1_PlackettLuce,MEDIUM_FORWARD,win,91,10,6,4.0
2019,2019_R16_north_melbourne_v_st_kilda_2019-07-07,12557,3,0.06919067524784685,0.09225254363680932,0.12757761794197278,0.7109791631733711,0.519654730959132,Model1_PlackettLuce,KEY_FORWARD,win,39,16,5,4.0
2019,2019_R17_essendon_v_north_melbourne_2019-07-13,12407,3,0.027979534402956842,0.08217021100044535,0.14677547943484504,0.7430747751617528,0.39505450464460623,Model1_PlackettLuce,MEDIUM_FORWARD,win,5,19,4,4.0
2019,2019_R14_st_kilda_v_brisbane_lions_2019-06-22,12277,3,0.12284629324093237,0.12891879458244584,0.1315169395733011,0.6167179726033207,0.7578934084609898,Model1_PlackettLuce,MEDIUM_FORWARD,win,56,13,5,4.0
2019,2019_R15_brisbane_lions_v_melbourne_2019-06-30,12454,3,0.041526970245624586,0.059697547636972645,0.09955690916683742,0.7992185729505653,0.34353291517765644,Model1_PlackettLuce,KEY_FORWARD,win,33,13,5,4.0
2019,2019_R17_west_coast_v_collingwood_2019-07-12,11751,3,0.08686505876291972,0.09731114580040126,0.10710318363458882,0.7087206118020902,0.5623206515241506,Model1_PlackettLuce,MIDFIELDER,win,1,33,0,4.0
2019,2019_R2_port_adelaide_v_carlton_2019-03-30,12261,3,0.10733999228194761,0.13962503309762414,0.1642926566762644,0.588742317944164,0.7655626997173555,Model1_PlackettLuce,UNKNOWN,loss,16,31,0,4.0
2019,2019_R7_west_coast_v_gold_coast_2019-05-04,12087,3,0.14216515476889907,0.155180833649909,0.17235143169973283,0.5303025798814591,0.9092085633062481,Model1_PlackettLuce,MIDFIELDER,win,23,28,1,4.0
2019,2019_R7_geelong_v_essendon_2019-05-05,1105,3,0.07537715066487233,0.12134414912642173,0.14015128644606567,0.6631274137626402,0.6089710366935261,Model1_PlackettLuce,MIDFIELDER,win,32,26,2,4.0
2018,2018_R17_melbourne_v_western_bulldogs_2018-07-14,11966,3,0.0358196222126415,0.05755467426954176,0.10533680460100055,0.8012888989168162,0.32790501977800857,Model1_PlackettLuce,RUCK,win,50,17,0,4.0
2018,2018_R23_fremantle_v_collingwood_2018-08-25,11751,3,0.10914440965273642,0.1270801157813942,0.14794221880260935,0.61583325576326,0.729535679323607,Model1_PlackettLuce,MIDFIELDER,win,9,32,0,4.0
2018,2018_R22_carlton_v_western_bulldogs_2018-08-19,1456,3,0.14664038956057607,0.1510183798300699,0.15492334398196547,0.5474178866273884,0.8968812723238335,Model1_PlackettLuce,MEDIUM_DEFENDER,loss,17,35,1,4.0
2018,2018_R20_richmond_v_geelong_2018-08-03,12595,3,0.10335028557377003,0.11635886159690666,0.13266199769534287,0.6476288551339804,0.6754305776104663,Model1_PlackettLuce,MIDFIELDER,loss,3,36,1,4.0
2018,2018_R23_brisbane_lions_v_west_coast_2018-08-26,11937,3,0.057333199279958044,0.07313165246655515,0.09859946095652998,0.7709356872969568,0.4168623637295144,Model1_PlackettLuce,MEDIUM_FORWARD,win,26,23,3,4.0
2018,2018_R17_collingwood_v_west_coast_2018-07-15,12273,3,0.07770788698948632,0.09732589924033752,0.1271105561511945,0.6978556576189817,0.5548860156003285,Model1_PlackettLuce,KEY_DEFENDER,win,35,22,0,4.0
2018,2018_R14_brisbane_lions_v_greater_western_sydney_2018-06-23,12022,3,0.03344568776921813,0.06118282516323002,0.07788847544880413,0.8274830116187477,0.30059118908291854,Model1_PlackettLuce,MIDFIELDER,win,27,26,0,4.0
2018,2018_R11_north_melbourne_v_brisbane_lions_2018-06-03,11835,3,0.03382982713459183,0.05228007445959676,0.10114082854503872,0.8127492698607727,0.3071904588680078,Model1_PlackettLuce,MIDFIELDER,win,54,28,1,4.0
2016,2016_R21_fremantle_v_adelaide_2016-08-14,12165,3,0.10087772016413261,0.10115002009557152,0.10088003634504714,0.6970922233952487,0.605813237028588,Model1_PlackettLuce,MEDIUM_DEFENDER,win,72,33,0,4.0
2016,2016_R20_carlton_v_st_kilda_2016-08-07,12300,3,0.06241689544948008,0.07631722119125582,0.0861805075891754,0.7750853757700887,0.4260656363201273,Model1_PlackettLuce,KEY_FORWARD,win,71,11,5,4.0
2017,2017_R13_west_coast_v_geelong_2017-06-15,1135,3,0.07498161558680076,0.10415807943064978,0.12769216628335886,0.6931681386991906,0.5609531719050607,Model1_PlackettLuce,MIDFIELDER,win,13,29,0,4.0
2022,2022_R3_adelaide_v_port_adelaide_2022-04-01,12516,3,0.10921310490513159,0.10917368912338518,0.10836385082204082,0.6732493551494424,0.6543505437842059,Model1_PlackettLuce,MEDIUM_DEFENDER,win,4,24,2,4.0
2021,2021_R4_port_adelaide_v_richmond_2021-04-09,12433,3,0.08660922854886462,0.08948105764445369,0.09172105408058955,0.7321886597260922,0.5305108550160907,Model1_PlackettLuce,KEY_DEFENDER,win,2,23,0,4.0
2021,2021_R8_greater_western_sydney_v_essendon_2021-05-08,12504,3,0.08333109266858417,0.1065583292104132,0.1318178348713364,0.6782927432496663,0.5949277712979153,Model1_PlackettLuce,MIDFIELDER_FORWARD,win,2,29,1,4.0
2022,2022_R15_collingwood_v_greater_western_sydney_2022-06-26,11751,3,0.0905794732340715,0.09454146502239401,0.09782749552637848,0.717051566217156,0.558648845273381,Model1_PlackettLuce,MIDFIELDER,win,11,26,1,4.0
2022,2022_R19_carlton_v_greater_western_sydney_2022-07-24,12330,3,0.04654487327795325,0.07471517574956787,0.09847052265849528,0.7802694283139836,0.38753549399149073,Model1_PlackettLuce,MEDIUM_DEFENDER,win,36,25,0,4.0
2023,2023_R18_sydney_v_western_bulldogs_2023-07-13,12862,3,0.11171268779192912,0.140241555393466,0.16093211560783607,0.5871136412067688,0.7765532897705554,Model1_PlackettLuce,MIDFIELDER,win,2,30,0,4.0
2023,2023_R15_fremantle_v_essendon_2023-06-24,12831,3,0.08220815982287909,0.10875741607100674,0.13303625937964975,0.6759981647264643,0.5971755709903004,Model1_PlackettLuce,MIDFIELDER,win,32,32,0,4.0
2023,2023_R15_st_kilda_v_brisbane_lions_2023-06-23,12340,3,0.10278763818805063,0.12063245220292769,0.1436474343563686,0.6329324752526531,0.6932752533263759,Model1_PlackettLuce,KEY_DEFENDER,win,28,21,0,4.0
2023,2023_R13_hawthorn_v_brisbane_lions_2023-06-10,12915,3,0.06466437216662937,0.08380584031273698,0.10025000526828443,0.7512797822523493,0.4618548023936465,Model1_PlackettLuce,MIDFIELDER,win,25,28,0,4.0
2023,2023_R9_collingwood_v_greater_western_sydney_2023-05-14,12428,3,0.10613689452053394,0.1271137477785185,0.16408718604678738,0.6026621716541601,0.7367253651654262,Model1_PlackettLuce,RUCK,win,65,19,2,4.0
2023,2023_R11_melbourne_v_fremantle_2023-05-27,12779,3,0.08719185883881736,0.09228471796870616,0.09730215101072319,0.7232212721817532,0.5434471634645875,Model1_PlackettLuce,RUCK,win,7,19,1,4.0
2023,2023_R12_west_coast_v_collingwood_2023-06-03,12253,3,0.09774286543862294,0.1300445327727014,0.1785604546299936,0.5936521471586821,0.7318781164912652,Model1_PlackettLuce,MIDFIELDER,loss,63,43,1,4.0
2023,2023_R2_carlton_v_geelong_2023-03-23,12330,3,0.020803526014562177,0.11692498297344374,0.12923648543599106,0.733035005576003,0.4254970294265651,Model1_PlackettLuce,MEDIUM_DEFENDER,win,8,29,0,4.0
2023,2023_R5_fremantle_v_gold_coast_2023-04-14,12767,3,0.026341379241315768,0.08953081124729353,0.1244006570472605,0.7597271524641303,0.38248641726579485,Model1_PlackettLuce,MIDFIELDER,loss,10,25,2,4.0
2021,2021_R23_essendon_v_collingwood_2021-08-22,12029,3,0.11643158920085302,0.11529811751586405,0.11290396607922336,0.6553663272040595,0.6927949687135105,Model1_PlackettLuce,MEDIUM_FORWARD,win,38,23,2,4.0
2021,2021_R23_brisbane_lions_v_west_coast_2021-08-21,12076,3,0.09823660640457853,0.11130944167810722,0.12547919368435045,0.6649747582329638,0.6428078962543005,Model1_PlackettLuce,MIDFIELDER,win,38,27,1,4.0
2021,2021_R19_west_coast_v_st_kilda_2021-07-24,12595,3,0.043749632291970396,0.07417697557496229,0.10919838721012205,0.7728750049229453,0.38880123523595783,Model1_PlackettLuce,MIDFIELDER,win,8,26,1,4.0
2023,2023_R19_greater_western_sydney_v_gold_coast_2023-07-23,12644,3,0.05889559110461756,0.06429688917208846,0.0701085874784136,0.8066989322448803,0.3753891391364432,Model1_PlackettLuce,KEY_DEFENDER,win,40,15,0,4.0
2023,2023_R21_hawthorn_v_collingwood_2023-08-05,12794,3,0.05203099857638499,0.15780695165377193,0.18446758411384886,0.6056944656559943,0.6561744831505477,Model1_PlackettLuce,MIDFIELDER,win,32,29,0,4.0
2023,2023_R21_essendon_v_west_coast_2023-08-05,12595,3,0.09230903947143797,0.11782722735070188,0.1419614652409898,0.6479022679368704,0.6545430383567075,Model1_PlackettLuce,MIDFIELDER,loss,1,30,0,4.0
2023,2023_R20_gold_coast_v_brisbane_lions_2023-07-29,12331,3,0.08614391380944535,0.09694678771524516,0.10557105222505378,0.7113382462502558,0.5578963690838802,Model1_PlackettLuce,MIDFIELDER,win,41,29,0,4.0
2024,2024_R11_port_adelaide_v_hawthorn_2024-05-19,12495,3,0.0673623609765007,0.14584015035116066,0.18955374615705922,0.5972437425152793,0.6833211297888826,Model1_PlackettLuce,MEDIUM_DEFENDER,win,1,22,3,4.0
2024,2024_R12_north_melbourne_v_port_adelaide_2024-05-25,12956,3,0.10500289061365344,0.11961155882850003,0.13776715529043979,0.6376183952674067,0.6919989447884002,Model1_PlackettLuce,MIDFIELDER_FORWARD,win,59,24,1,4.0
2024,2024_R12_geelong_v_greater_western_sydney_2024-05-25,12025,3,0.06268290984688112,0.079673104464296,0.10948994799698233,0.7481540376918406,0.4568848864662176,Model1_PlackettLuce,MEDIUM_FORWARD,win,4,24,2,4.0
2024,2024_R8_port_adelaide_v_st_kilda_2024-04-26,12698,3,0.12419643908770303,0.12318807607380464,0.12059300294877287,0.6320224818897194,0.7395584723594911,Model1_PlackettLuce,MIDFIELDER,win,10,27,0,4.0
2024,2024_R13_gold_coast_v_essendon_2024-06-02,12824,3,0.08868623054013763,0.10105995541673218,0.1104708919998788,0.6997829220432513,0.5786494944537561,Model1_PlackettLuce,MEDIUM_DEFENDER,win,11,33,0,4.0
2023,2023_R21_adelaide_v_gold_coast_2023-08-05,12516,3,0.04160763224406925,0.05352959565365212,0.07512957439260609,0.8297331977096725,0.3070116624321181,Model1_PlackettLuce,MIDFIELDER,win,28,23,1,4.0
2024,2024_R3_western_bulldogs_v_gold_coast_2024-03-24,11898,3,0.014819299367178618,0.04941467430563738,0.1356022280757659,0.800163798251418,0.2788894747885765,Model1_PlackettLuce,MIDFIELDER,win,48,20,1,4.0
2023,2023_R22_st_kilda_v_richmond_2023-08-13,12773,3,0.10067041048300132,0.11252232093339444,0.1260957665795754,0.6607115020040288,0.6531516398953683,Model1_PlackettLuce,KEY_FORWARD,win,36,8,6,4.0
2025,2025_R7_richmond_v_gold_coast_2025-04-19,12174,3,0.07084195574577833,0.15177860568272433,0.1732326906970613,0.6041467478744361,0.689315769299845,Model1_PlackettLuce,MEDIUM_DEFENDER,win,11,27,0,4.0
2025,2025_R3_essendon_v_adelaide_2025-03-22,12434,3,0.12645336462846865,0.16398596074765961,0.19000227095536779,0.5195584036685039,0.897334286336093,Model1_PlackettLuce,MEDIUM_FORWARD,win,61,22,4,4.0
2024,2024_R20_port_adelaide_v_richmond_2024-07-20,12698,3,0.08180150312754149,0.10189486490858986,0.12663394193245886,0.6896696900314097,0.575828181132263,Model1_PlackettLuce,MIDFIELDER,win,41,28,0,4.0
2025,2025_R8_carlton_v_geelong_2025-04-27,12566,3,0.09022415565535175,0.09718651923894926,0.10528924219427782,0.7073000829114211,0.5703347476382316,Model1_PlackettLuce,KEY_FORWARD,win,18,19,3,4.0
2025,2025_R13_melbourne_v_st_kilda_2025-06-01,12950,3,0.0892193605011003,0.1412173044848922,0.16388974914953283,0.6056735858644747,0.7139824396226181,Model1_PlackettLuce,MEDIUM_DEFENDER,win,28,29,0,4.0
2025,2025_R17_hawthorn_v_north_melbourne_2025-06-28,12915,3,0.12433240665959236,0.14990893331216656,0.18066678957473903,0.545091870453502,0.8534818761778492,Model1_PlackettLuce,MIDFIELDER,win,85,27,0,4.0
2025,2025_R17_fremantle_v_st_kilda_2025-06-29,12779,3,0.07122495804307077,0.1069008224547693,0.13293419070623116,0.6889400287959287,0.5604107097449821,Model1_PlackettLuce,RUCK,win,12,15,2,4.0
2025,2025_R21_st_kilda_v_melbourne_2025-07-27,12147,3,0.0022611526540676505,0.15992057612309557,0.164574415042143,0.6732438561806938,0.49119902525053716,Model1_PlackettLuce,MIDFIELDER,loss,6,23,1,4.0
