match_id,season,round,player_name,team_id,p3,p2,p1,p0,expected_votes,most_likely,key_drivers
2026_R11_port_adelaide_v_carlton_2026-05-23,2026,11,Jason Horne-Francis,port_adelaide,0.4496221897811308,0.3894599330128611,0.12619011655948456,0.03472776064652358,2.253976551928599,3,losing team; disposals=32 (match z=2.2); contested possessions=16 (match z=2.9); clearances=8 (match z=3.1); goals=3 (match z=3.4); inside 50s=8 (match z=3.0).
2026_R11_port_adelaide_v_carlton_2026-05-23,2026,11,Patrick Cripps,carlton,0.4255881748970459,0.4014276034929354,0.134585791383443,0.038398430226575686,2.2142055230604516,3,winning team; disposals=32 (match z=2.2); contested possessions=17 (match z=3.1); clearances=8 (match z=3.1).
2026_R11_greater_western_sydney_v_brisbane_lions_2026-05-24,2026,11,Clayton Oliver,greater_western_sydney,0.409326587099879,0.3208449646817208,0.1743519253066137,0.09547652291178649,2.0440216159696925,3,winning team; disposals=37 (match z=2.6); contested possessions=23 (match z=4.0); clearances=11 (match z=3.3); tackles=8 (match z=1.9).
2026_R11_hawthorn_v_adelaide_2026-05-21,2026,11,Jordan Dawson,adelaide,0.3445453421604173,0.2844870440681491,0.18586957341313665,0.1850980403582969,1.7884796880306866,3,losing team; disposals=28 (match z=1.9); contested possessions=12 (match z=2.2); tackles=9 (match z=2.4); inside 50s=7 (match z=2.5).
2026_R11_greater_western_sydney_v_brisbane_lions_2026-05-24,2026,11,Toby Greene,greater_western_sydney,0.341512547189435,0.32276050779597193,0.2009966409255273,0.13473030408906575,1.8710552980857762,3,winning team; goals=5 (match z=3.1). Uncertainty: teammate Clayton Oliver also had a big disposal count.
2026_R11_hawthorn_v_adelaide_2026-05-21,2026,11,Blake Hardwick,hawthorn,0.3255017062349026,0.2822429876454644,0.19083412379724937,0.20142118232238362,1.731825217792886,3,winning team; goals=4 (match z=4.6); contested marks=2 (match z=2.3); marks=6 (match z=1.6). Uncertainty: teammate Cam Mackenzie also had a big disposal count.
2026_R11_richmond_v_essendon_2026-05-22,2026,11,Darcy Parish,essendon,0.32539549374709753,0.26788083606486623,0.20411718202133128,0.20260648816670496,1.7160653353923563,3,losing team; disposals=41 (match z=2.7); contested possessions=16 (match z=3.6); clearances=9 (match z=3.6); inside 50s=6 (match z=2.3).
2026_R11_north_melbourne_v_gold_coast_2026-05-23,2026,11,Luke Davies-Uniacke,north_melbourne,0.31996006337037153,0.2601634761503852,0.1939998992541681,0.22587656122507516,1.674207041666053,3,winning team; disposals=30 (match z=2.0); contested possessions=10 (match z=1.6); clearances=7 (match z=1.8); tackles=8 (match z=2.4); inside 50s=7 (match z=2.1).
2026_R12_sydney_v_richmond_2026-05-30,2026,12,Isaac Heeney,sydney,0.942246030539303,0.05629979474697676,0.0014497650428622788,4.409670857959385e-06,2.940787446154725,3,winning team; disposals=32 (match z=2.3); clearances=5 (match z=1.8); tackles=7 (match z=2.7); goals=5 (match z=2.7); inside 50s=9 (match z=3.2).
2026_R12_melbourne_v_greater_western_sydney_2026-05-31,2026,12,Finn Callaghan,greater_western_sydney,0.7171662335563943,0.21550447125172484,0.05375155644313419,0.013577738748746668,2.636259199615767,3,winning team; disposals=31 (match z=2.1); inside 50s=6 (match z=2.3).
